Cust_No,avg_order_size,avg_order_freq,crossbuy,multichannel,per_sale,tenure,return_rate,married,own_home,household_size,loyalty_card,income,age,avg_mktg_cnt,zip_code,segment
278,24.46825397,2.333333333,6,2,0.222222222,40,0.158936101,1,1,1,1,35,42,6.85,22152,1
279,22.35833333,3.3,2,2,0.18,8,0.034561041,0,1,3,1,35,84,26.25,21230,3
280,47.775,2.857142857,2,2,0.0,5,0.26007326,1,0,1,1,90,56,19.2,22180,2
281,17.4375,1.6,1,1,0.0,4,0.0,1,1,4,0,35,21,13.75,20902,3
282,38.875,4.0,4,2,0.0,2,0.096463023,0,0,7,0,125,60,25.0,19128,6
283,57.3,1.0,2,2,0.0,1,0.0,1,0,1,1,35,21,39.0,22101,6
284,34.0,0.055555556,1,1,0.0,6,0.0,0,1,3,0,130,21,12.83333333,21286,3
285,40.51,1.428571429,4,2,0.315789474,9,0.0,0,0,2,0,175,85,35.22222222,21035,6
286,31.52794118,3.090909091,4,2,0.0,6,0.219226643,1,0,1,0,35,21,35.83333333,23233,6
287,27.58333333,1.5,3,2,0.0,6,0.45468278,0,1,3,0,50,21,13.16666667,21113,3
288,29.0,0.047619048,1,1,0.0,7,0.0,0,1,1,1,120,21,3.857142857,7728,3
289,22.5,1.0,2,1,0.0,4,0.0,0,1,2,1,35,50,8.75,19087,3
290,26.5,0.166666667,1,2,0.0,15,0.0,0,0,1,1,100,67,3.6,22003,3
291,28.71969697,2.2,6,3,0.307692308,40,0.0,1,0,1,0,85,23,5.225,19128,1
292,25.64576271,2.681818182,1,3,0.369565217,40,0.154946798,1,0,1,1,75,72,4.025,20723,1
293,29.0,0.333333333,3,2,0.0,3,0.0,0,1,1,0,35,85,2.666666667,8053,3
294,24.61875,1.523809524,3,2,0.5,32,0.350723534,1,0,1,1,35,23,7.0,21771,1
295,21.48333333,0.428571429,1,2,0.333333333,19,0.0,1,1,1,1,135,59,1.526315789,20744,3
296,42.3,2.5,3,1,0.0,3,0.0,0,0,1,1,50,40,5.333333333,8021,2
297,43.17777778,1.928571429,5,2,0.2,37,0.031737862,1,0,3,0,70,21,4.432432432,8057,1
298,21.35106383,2.764705882,5,2,0.342857143,26,0.0,1,0,1,1,120,32,10.0,20015,1
299,50.58333333,0.352941177,3,2,0.0,18,0.0,1,1,1,1,35,21,2.222222222,8057,2
300,29.0,0.2,1,1,0.0,1,0.0,0,1,5,0,60,88,29.0,8332,6
301,50.25,0.307692308,2,1,0.0,4,0.0,1,0,2,0,105,23,31.75,20877,6
302,25.794,2.777777778,4,2,0.125,13,0.207722726,0,0,7,1,35,30,13.46153846,21401,3
303,33.14285714,0.583333333,2,1,0.0,10,0.202586207,1,1,1,1,130,70,12.2,21794,3
304,13.63571429,0.35,2,2,0.0,11,0.0,1,1,4,1,35,21,5.090909091,21042,3
305,45.375,0.222222222,2,2,0.0,10,0.0,0,1,1,1,35,53,7.8,22066,2
306,31.94166667,0.947368421,2,1,0.071428571,9,0.0,0,1,6,0,35,34,17.11111111,8724,3
307,24.34210526,2.235294118,5,2,0.04,21,0.368648649,0,0,1,0,35,61,8.476190476,20850,3
308,28.84386793,4.416666667,5,2,0.348837209,40,0.074244877,1,0,3,0,155,92,13.05,19046,1
309,35.0,0.25,1,1,0.0,2,0.0,0,1,6,0,145,23,14.0,19114,3
310,27.08863636,1.294117647,5,2,0.066666667,23,0.031881869,0,1,1,0,70,87,9.0,20910,1
311,15.73333333,0.833333333,2,1,0.0,17,0.0,0,1,6,0,120,21,1.294117647,21108,3
312,54.71428571,0.318181818,3,1,0.0,4,0.0,0,0,4,1,35,21,30.5,22192,6
313,28.73301887,2.208333333,5,3,0.088235294,20,0.120826083,1,1,5,0,45,76,15.45,8520,3
314,11.33333333,0.75,1,2,0.0,4,0.0,0,1,5,1,65,55,2.0,8002,3
315,30.22272727,2.0,5,3,0.5625,40,0.119491653,1,0,1,1,85,44,5.25,21044,1
316,24.33333333,0.5,2,1,0.0,6,0.0,1,1,7,1,80,21,4.5,21236,3
317,30.81483517,4.333333333,6,3,0.044776119,22,0.017652408,1,0,3,1,170,21,11.68181818,23229,1
318,21.63888889,2.25,3,1,0.0,9,0.503209243,0,1,1,0,40,57,13.0,22207,3
319,13.49615385,0.541666667,1,1,0.25,40,0.857794243,1,1,2,1,110,59,3.6,22201,1
320,36.42307692,1.04,2,1,0.157894737,30,0.288278775,1,1,1,0,80,25,5.033333333,8406,1
321,89.65789474,0.904761905,5,2,0.0,7,0.170824773,1,0,2,1,35,44,42.57142857,20132,5
322,47.78571429,0.35,2,1,0.0,5,0.0,0,0,6,1,80,85,16.4,21037,2
323,22.5,0.857142857,3,1,0.0,6,0.0,0,1,6,1,40,22,5.833333333,8036,3
324,21.05,10.0,1,3,0.0,2,0.0,1,1,1,1,85,21,6.5,20814,3
325,6.428571429,0.194444444,1,1,0.0,4,0.0,0,1,1,0,35,71,10.25,22903,3
326,27.5,0.157894737,2,2,0.0,14,0.0,0,1,1,0,35,21,2.785714286,21228,3
327,33.33333333,0.166666667,1,2,0.0,13,0.0,0,0,1,1,35,74,5.923076923,20817,3
328,58.44444444,0.333333333,2,2,0.0,24,0.0,1,1,1,0,35,21,9.541666667,22207,2
329,17.5,1.0,1,1,0.0,3,0.0,0,1,8,0,125,92,3.666666667,22031,3
330,30.76923077,6.5,3,2,0.0,2,0.09,0,1,6,1,35,67,4.5,8054,3
331,38.38295455,1.833333333,4,2,0.157894737,40,0.186517453,1,1,1,0,150,58,7.225,22032,1
332,21.61111111,0.409090909,2,2,0.166666667,40,0.203084833,1,0,2,1,90,51,1.575,21227,1
333,53.44117647,1.133333333,2,2,0.0,10,0.228948817,0,0,2,1,35,30,2.8,20816,2
334,20.0,0.090909091,1,1,0.0,11,0.0,0,1,1,1,85,21,1.727272727,20187,3
335,69.0,0.043478261,1,1,0.0,8,0.0,1,0,1,1,35,21,1.5,20007,2
336,30.9875,1.333333333,3,2,0.0,16,0.0,0,1,1,0,100,95,7.3125,22041,3
337,17.6,0.3125,1,2,0.0,2,0.670454546,0,1,2,0,35,68,16.5,22310,3
338,36.66666667,0.176470588,1,1,0.0,2,0.5,0,1,2,1,145,21,17.5,21122,3
339,23.525,1.272727273,5,2,0.185185185,29,0.104751784,0,0,1,1,135,21,2.862068966,8057,1
340,53.7375,0.4,3,1,0.5,40,0.0,1,0,1,0,145,21,2.275,20854,1
341,38.9775,1.538461539,3,3,0.5,7,0.116734013,0,1,1,1,145,67,13.57142857,8054,2
342,26.77777778,0.391304348,1,1,0.142857143,33,0.0,1,1,3,0,175,62,3.333333333,8033,1
343,14.0,0.3,1,1,0.0,10,1.047619048,1,1,1,1,90,45,5.1,21227,3
344,32.8,0.5,1,2,0.0,9,0.0,0,1,6,0,55,21,5.333333333,21136,3
345,43.66666667,0.75,3,1,0.0,5,0.0,0,1,1,0,50,41,18.8,22201,2
346,23.98658537,8.2,4,2,0.070175439,9,0.184554375,1,1,5,0,160,84,27.77777778,21030,6
347,32.09583333,2.0,4,3,0.194444444,40,0.057088148,1,0,1,1,170,36,8.025,20191,1
348,17.02777778,0.642857143,4,1,0.333333333,40,0.293637847,1,1,6,0,95,39,3.925,20854,1
349,27.5,0.75,1,1,0.0,4,0.0,0,1,1,1,65,97,6.25,22193,3
350,27.19444444,1.8,3,2,0.0,16,0.206332993,0,1,2,1,35,36,16.5,21030,3
351,45.91153846,0.722222222,4,2,0.181818182,40,0.343469884,1,0,6,1,35,44,2.375,20877,1
352,15.0,0.166666667,1,1,0.0,3,0.0,0,1,6,1,35,81,2.666666667,21015,3
353,63.375,0.166666667,2,2,0.0,22,0.353057199,0,0,5,0,100,21,3.181818182,22193,2
354,15.0,0.083333333,1,1,0.0,12,0.0,0,1,5,0,80,21,5.916666667,22903,3
355,36.55625,2.666666667,3,2,0.0,1,0.0,1,0,4,0,35,38,23.0,22405,6
356,8.316666667,0.176470588,1,1,0.0,4,0.0,1,1,2,0,35,32,2.25,7728,3
357,36.17375,1.818181818,3,1,0.043478261,16,0.175887211,1,0,6,0,35,21,11.125,18901,3
358,45.22887324,9.260869565,6,2,0.0,12,0.00897885,1,1,1,0,35,22,45.5,20854,6
359,14.75,0.153846154,1,1,0.0,9,1.0,1,1,5,0,35,21,3.555555556,21044,3
360,71.78571429,2.333333333,5,2,0.0,13,0.076616915,1,1,4,0,50,21,27.30769231,18901,2
361,22.48888889,5.727272727,5,3,0.22,20,0.268845285,0,0,8,0,35,51,10.35,21044,3
362,15.3,0.5,1,1,0.0,10,0.0,1,0,8,0,175,21,2.3,20121,3
363,58.371875,1.391304348,4,2,0.208333333,40,0.161866267,1,0,1,1,150,21,3.9,21060,1
364,27.87321429,3.5,5,2,0.088235294,4,0.36004869,0,1,1,1,45,40,62.25,8330,6
365,24.73165138,4.954545455,4,3,0.22972973,39,0.372605026,0,1,1,1,35,50,10.61538462,20878,1
366,23.3375,1.904761905,3,2,0.0,11,0.405998929,0,1,2,1,35,32,17.27272727,21784,3
367,69.0,0.047619048,1,1,0.0,4,0.0,1,1,2,1,70,21,10.5,22041,2
368,65.0,0.3,1,1,0.0,8,0.764102564,1,1,1,1,150,21,7.625,21702,2
369,34.825,0.333333333,4,1,0.5,40,0.0,1,1,2,0,130,29,2.7,23229,1
370,149.0,0.5,1,1,0.0,5,0.0,0,0,2,1,35,76,8.6,7726,5
371,44.0,0.058823529,1,1,0.0,4,0.0,0,0,1,1,35,68,8.0,22015,2
372,24.2078125,1.454545455,4,2,0.35,40,0.539211257,1,0,1,1,170,56,3.525,19103,1
373,22.0,0.5,1,2,0.0,4,0.666666667,0,1,1,1,110,21,8.75,8053,3
374,32.25,1.0,2,2,0.0,1,0.0,1,1,3,0,105,54,29.0,19027,6
375,22.5,0.272727273,2,1,0.5,35,0.0,1,1,1,0,125,80,1.114285714,20866,1
376,40.14015152,8.25,5,2,0.355932203,22,0.007530433,0,0,2,1,35,55,10.0,20009,1
377,45.0212766,2.764705882,6,3,0.0,5,0.0463138,1,0,5,1,60,42,62.6,21228,6
378,31.24444444,3.272727273,2,2,0.125,18,0.719194524,1,1,6,0,35,29,4.111111111,20147,3
379,18.01818182,0.47826087,3,2,0.2,40,0.708879919,1,0,1,1,130,71,2.8,22181,1
380,30.0,0.333333333,1,1,0.0,1,0.0,0,1,8,0,40,92,28.0,19010,6
381,29.57894737,1.055555556,3,3,0.0,17,0.067615658,0,1,6,1,55,74,5.470588235,22630,3
382,27.41066667,6.25,3,3,0.078431373,11,0.112365016,0,1,7,1,35,59,28.72727273,21093,6
383,16.66666667,0.75,2,1,0.0,7,0.69,1,1,1,0,70,21,5.142857143,8085,3
384,29.83333333,6.0,1,1,0.0,2,0.391061453,0,1,8,1,80,21,1.5,8065,3
385,57.0,0.125,1,1,0.0,11,0.0,1,1,5,1,50,21,1.181818182,22315,2
386,13.16666667,0.6,1,1,0.0,3,0.0,0,1,1,0,115,60,9.0,21158,3
387,19.3,0.714285714,2,1,0.0,6,0.0,1,1,1,1,35,47,7.5,21014,3
388,33.22727273,1.833333333,2,1,0.0,4,0.336525308,0,1,5,1,35,73,11.0,21093,3
389,29.84285714,0.636363636,2,1,0.666666667,40,0.286740067,0,0,4,1,90,65,1.625,19004,1
390,41.8030303,2.75,4,2,0.185185185,19,0.012323306,0,0,1,1,90,21,13.15789474,20009,2
391,38.975,0.181818182,2,2,0.0,1,0.0,1,0,5,1,35,21,70.0,19067,6
392,43.19,0.555555556,2,2,0.4,16,0.0,1,1,2,1,35,29,4.3125,22315,2
393,63.60454546,2.75,3,2,0.0,4,0.0,0,0,5,1,35,21,5.75,22046,2
394,57.35714286,0.636363636,5,2,0.0,4,0.0,0,0,1,1,165,44,43.0,8060,6
395,49.0,0.172413793,2,1,0.0,30,0.0,1,0,1,0,160,54,6.6,8540,1
396,29.5,1.0,1,2,0.0,3,0.0,0,1,4,0,45,26,9.666666667,20109,3
397,17.4122807,4.384615385,2,1,0.0,3,0.692695214,0,0,1,0,40,70,57.33333333,8619,6
398,30.92025641,4.105263158,5,3,0.327272727,25,0.100734727,1,0,3,1,110,53,10.28,20147,1
399,19.54516129,5.166666667,5,3,0.680555556,35,0.146311273,1,1,1,1,145,38,12.6,22041,1
400,14.36666667,1.2,3,1,0.2,9,0.0,0,1,5,1,100,21,1.333333333,19020,3
401,11.0,0.8,2,2,0.0,3,1.420454546,0,1,5,0,35,21,14.33333333,22901,3
402,41.8,0.555555556,3,2,0.0,13,0.0,0,0,1,1,35,33,1.076923077,21163,2
403,17.75,0.25,1,1,0.0,8,0.0,0,1,5,1,35,25,2.625,19135,3
404,24.61857143,1.75,4,3,0.04,8,0.030174665,0,1,1,0,35,78,24.0,20158,3
405,18.34615385,1.0,2,1,0.0,2,0.184486373,1,1,5,0,35,76,40.0,21218,6
406,29.56428571,0.4375,2,1,0.142857143,33,0.0,1,0,2,0,90,66,2.939393939,21122,1
407,32.7,3.666666667,3,2,0.166666667,6,0.136224632,1,0,6,1,55,51,16.0,21157,3
408,45.46290323,2.384615385,4,3,0.083333333,7,0.08507468,0,1,2,1,35,48,43.42857143,22124,6
409,104.0,1.5,2,1,0.0,3,0.0,0,1,1,1,35,69,8.0,19067,5
410,48.5,0.225806452,3,2,0.0,8,0.0,1,1,2,1,170,66,14.125,8204,2
411,24.55714286,2.625,4,1,0.291666667,40,0.412836921,1,1,1,1,170,21,5.6,19154,1
412,22.73125,0.32,3,1,0.714285714,40,0.219686555,1,0,1,0,35,21,3.975,20854,1
413,42.83333333,0.375,3,2,0.0,15,0.0,1,0,3,0,35,21,3.4,22033,2
414,7.5,1.0,1,1,0.0,3,0.0,1,1,1,1,35,47,2.666666667,22030,3
415,24.925,2.0,2,1,1.0,2,0.0,1,1,1,1,35,21,0.5,20124,3
416,19.75,1.0,1,1,0.0,1,0.0,0,1,1,1,75,47,9.0,22401,3
417,38.0,0.064516129,2,1,0.0,27,0.0,1,0,1,0,35,21,3.296296296,20816,1
418,31.31818182,0.846153846,5,1,0.0625,10,0.050798258,1,1,1,0,100,44,26.8,18901,6
419,22.43657407,3.857142857,4,1,0.13559322,40,0.333801044,1,1,1,0,35,21,7.55,8648,1
420,38.75,0.153846154,1,1,0.0,11,0.0,0,0,1,1,100,56,5.454545455,20904,2
421,46.3,3.333333333,3,1,0.0,2,0.0,0,1,1,1,85,47,13.0,21044,2
422,18.25,0.117647059,1,1,0.0,3,1.0,0,0,2,1,35,88,6.666666667,19046,3
423,27.83333333,0.75,2,1,0.0,2,0.0,0,1,6,0,35,91,23.5,8054,3
424,59.0,0.5,1,1,0.0,2,0.0,1,0,3,1,35,51,3.0,7726,2
425,33.125,0.333333333,1,1,0.0,1,0.0,0,1,1,0,80,41,76.0,20707,6
426,129.0,0.035714286,1,1,0.0,14,0.0,1,0,7,1,35,69,4.714285714,21234,5
427,14.43125,0.888888889,3,1,0.166666667,11,0.0,0,1,1,0,35,25,3.909090909,21771,3
428,20.4875,0.333333333,2,1,0.333333333,34,0.0,0,1,5,1,85,21,1.588235294,21212,1
429,155.5,0.5,2,2,0.0,3,0.0,0,0,1,1,95,68,8.333333333,8234,5
430,12.53448276,6.444444444,5,2,0.0,4,0.36176066,0,1,3,0,75,69,42.25,22079,6
431,29.64285714,0.583333333,3,2,0.0,21,0.0,1,1,1,1,100,21,5.285714286,23229,1
432,41.095,0.5,4,3,0.0,12,0.063268038,0,1,3,1,55,21,4.0,22180,2
433,37.77857143,1.842105263,4,2,0.0625,10,0.039289091,0,1,5,1,35,70,9.9,20148,2
434,35.529,4.347826087,6,1,0.027027027,18,0.223760871,0,0,1,1,65,21,27.05555556,22310,6
435,48.85714286,0.291666667,2,2,0.0,8,0.0,0,0,1,0,80,21,9.125,20723,2
436,89.0,0.0625,1,1,0.0,14,0.0,0,0,1,1,35,21,3.714285714,8012,5
437,36.323,7.142857143,4,2,0.025641026,3,0.115574154,1,0,5,1,35,67,53.0,19053,6
438,129.0,0.111111111,1,1,0.0,6,0.0,0,0,5,0,35,21,1.833333333,20723,5
439,25.66071429,1.68,2,1,0.266666667,27,0.230944097,1,0,1,0,165,49,10.33333333,19446,1
440,23.41842105,4.75,2,2,0.40625,22,0.121305765,1,0,1,0,110,21,7.863636364,21234,1
441,42.41388889,2.571428571,4,3,0.346153846,40,0.043224835,1,1,3,0,65,80,8.725,21702,1
442,45.0,0.166666667,1,1,0.0,1,0.0,1,0,3,1,35,21,27.0,8610,6
443,32.37978142,8.318181818,5,3,0.058823529,31,0.198793351,1,1,2,1,35,52,14.80645161,19002,1
444,20.31666667,0.230769231,3,1,0.333333333,40,0.0,1,0,5,1,45,21,0.575,20136,1
445,76.5,0.111111111,1,1,0.0,14,0.0,0,0,2,0,175,21,1.5,20110,2
446,29.5,1.272727273,2,1,0.0,10,0.198547216,1,1,8,1,130,65,21.4,21401,3
447,23.0,0.5,1,1,0.0,5,1.0,0,1,5,1,35,77,5.2,19083,3
448,35.66666667,0.272727273,1,1,0.0,9,0.0,1,1,1,1,35,74,6.888888889,23229,3
449,43.0,0.166666667,1,1,0.0,12,0.0,0,0,4,0,110,21,1.916666667,18901,2
450,30.0,0.5,2,1,0.0,15,0.0,0,1,3,1,35,33,5.933333333,8620,3
451,24.0625,2.285714286,4,1,0.095238095,20,0.157142857,0,0,1,1,35,21,14.5,8620,3
452,58.326,10.0,6,3,0.085271318,12,0.05429254,0,0,4,1,35,50,41.0,22201,6
453,22.33333333,2.4,3,2,0.111111111,4,0.089552239,1,1,1,1,130,58,13.75,23229,3
454,8.545454546,0.611111111,2,1,0.666666667,9,1.468085106,0,1,1,0,45,69,9.444444444,22911,3
455,49.0,0.5,1,1,0.0,2,0.0,0,0,4,1,40,40,6.5,20148,2
456,46.2,0.625,2,2,0.25,8,0.0,1,0,1,1,35,70,6.25,20853,2
457,26.0,1.428571429,3,1,0.4,29,0.0,1,0,5,0,155,29,2.068965517,20155,1
458,33.71428571,0.875,2,2,0.0,3,0.0,0,1,1,1,60,21,22.66666667,20904,6
459,35.8625,1.333333333,2,2,0.25,4,0.0,0,1,4,1,125,83,4.0,8648,3
460,29.8390625,1.684210526,6,1,0.448275862,40,0.026182123,1,0,4,0,100,21,5.925,20815,1
461,27.5,0.352941177,2,1,0.0,12,0.0,1,1,1,1,35,75,0.333333333,19149,3
462,21.14285714,0.388888889,2,2,0.0,8,0.0,0,1,1,1,35,69,6.375,22044,3
463,28.25,1.428571429,4,2,0.222222222,7,0.0,0,1,1,1,35,43,18.42857143,22315,3
464,26.72668712,8.578947368,6,3,0.314814815,32,0.230256287,1,0,3,1,35,40,17.875,20816,1
465,26.1875,0.533333333,1,1,0.0,13,0.0,0,1,2,0,35,21,8.923076923,20814,3
466,23.85714286,0.7,2,1,0.0,8,0.431137725,1,1,5,1,125,55,13.875,8016,3
467,37.57142857,0.636363636,4,1,0.142857143,13,0.0,0,1,7,1,75,60,4.769230769,23229,2
468,29.49985916,6.454545455,6,3,0.218181818,14,0.158773735,1,1,3,0,35,30,22.21428571,22310,3
469,34.0,1.0,1,1,0.0,2,0.0,0,1,1,0,35,66,2.5,8225,3
470,35.45454546,0.423076923,3,2,0.0,6,0.330769231,1,1,1,0,35,89,14.83333333,20170,3
471,23.72241379,1.380952381,2,2,0.166666667,36,0.174431281,1,0,1,0,175,46,4.861111111,22206,1
472,20.89919355,2.48,4,2,0.302325581,40,0.157437777,1,0,1,0,175,65,6.975,20817,1
473,46.15789474,0.904761905,3,2,0.0,13,0.060433295,0,0,3,0,45,21,20.92307692,18940,2
474,34.625,1.2,3,1,0.333333333,28,0.0,0,0,4,1,150,21,4.928571429,8648,1
475,42.25,0.235294118,1,1,0.0,17,3.0,0,1,3,1,90,47,3.352941176,21401,2
476,71.88888889,0.5,4,1,0.142857143,22,0.292117465,0,1,4,1,95,21,7.045454545,18901,2
477,37.0,0.322580645,1,1,0.0,17,0.105405405,1,0,3,1,75,21,5.117647059,19446,2
478,43.20714286,0.291666667,3,2,0.142857143,40,0.0,1,0,4,0,80,21,3.45,8520,1
479,50.38461539,0.590909091,4,3,0.0,15,0.264122137,0,0,1,1,85,21,7.666666667,20912,2
480,37.06428571,0.304347826,3,3,0.142857143,40,0.0,1,0,1,1,85,23,2.7,8620,1
481,32.03846154,6.5,3,2,0.0,2,0.0,0,1,1,1,35,27,8.5,20176,3
482,52.91041667,1.0,5,2,0.411764706,40,0.0945781,1,0,1,0,160,38,6.775,20015,1
483,39.16611111,0.947368421,3,3,0.066666667,15,0.229790494,0,0,1,0,35,41,12.4,8107,2
484,37.7,0.625,3,2,0.0,11,0.0,0,0,5,1,35,34,2.636363636,21074,2
485,41.22666667,0.652173913,5,1,0.4,40,0.0,1,0,3,0,120,21,4.15,19067,1
486,24.07894737,0.95,3,1,0.0,18,0.33442623,1,0,3,0,35,21,10.5,22901,3
487,39.0,0.125,1,1,0.0,7,0.0,1,0,2,0,45,21,3.285714286,20817,2
488,29.52758621,2.071428571,3,1,0.368421053,38,0.333878314,1,1,1,1,150,75,4.526315789,20879,1
489,28.38409091,1.692307692,2,1,0.071428571,11,0.472415726,1,1,8,0,35,42,16.90909091,8724,3
490,38.13928571,0.608695652,2,1,0.25,40,0.0,1,0,3,0,130,22,2.7,22015,1
491,24.71428571,1.166666667,2,3,0.0,2,0.0,1,1,1,1,35,29,21.5,22101,3
492,29.5,0.5,1,1,0.0,3,0.0,0,0,8,1,35,26,1.333333333,22003,3
493,38.5,0.083333333,1,1,0.0,1,0.0,1,0,3,1,140,89,48.0,8234,6
494,15.78214286,1.0,3,1,0.2,25,0.210454854,1,0,3,0,175,21,4.68,8080,1
495,17.178,5.0,1,1,0.071428571,6,0.046571196,0,1,5,0,35,27,11.66666667,21032,3
496,12.85526316,2.235294118,3,1,0.083333333,16,0.731729785,0,1,3,0,120,67,6.5,8753,3
497,45.45151515,1.65,5,3,0.0625,20,0.0,0,1,2,1,110,40,10.75,21209,2
498,22.56818182,1.047619048,2,1,0.0,17,0.302114804,1,1,8,1,80,21,7.588235294,8302,3
499,22.79166667,2.181818182,2,1,0.0,9,0.0,0,1,3,0,115,21,15.22222222,7728,3
500,56.31818182,3.666666667,3,2,0.0,2,0.224374496,0,0,2,1,110,70,22.5,8753,2
501,29.625,0.5,3,3,0.0,1,0.0,0,0,1,0,35,47,26.0,22043,6
502,24.125,0.888888889,2,1,0.0,4,0.538860104,0,1,1,1,35,21,25.5,21108,3
503,25.0952381,1.75,3,1,0.0,12,0.060721063,0,1,4,0,130,53,3.333333333,22150,3
504,32.75,0.5,1,1,0.0,2,0.0,0,0,8,1,40,21,11.5,20165,3
505,20.25,0.8,2,2,0.0,4,0.0,0,1,8,1,120,21,16.25,21131,3
506,26.02575758,3.882352941,3,2,0.115384615,26,0.17756302,1,0,6,0,60,49,6.269230769,21228,1
507,39.375,1.6,3,2,0.0,4,0.0,0,1,5,0,35,52,6.0,8080,2
508,51.0,0.142857143,1,1,1.0,39,0.0,0,0,1,1,150,21,0.820512821,8816,1
509,45.0,0.043478261,1,1,0.0,8,0.0,1,0,4,1,110,57,1.375,22042,2
510,11.96875,0.333333333,2,1,0.333333333,40,0.689295039,1,0,3,1,175,53,2.325,20782,1
511,49.0,0.111111111,1,1,0.0,6,0.0,0,1,1,1,120,21,8.5,22310,2
512,28.96764706,1.307692308,4,1,0.2,26,0.432429688,1,0,1,1,65,21,7.576923077,18901,1
513,52.83333333,0.24,4,2,0.0,23,0.0,0,0,3,1,155,21,3.391304348,23113,2
514,24.28214286,2.8,4,2,0.090909091,4,0.161788498,1,1,4,0,35,21,10.25,22182,3
515,37.58333333,1.0,2,3,0.0,6,0.0,0,0,2,1,35,21,5.333333333,22152,2
516,88.69,0.263157895,3,2,0.0,15,0.0,0,1,5,0,115,21,2.866666667,22911,5
517,27.9820339,2.565217391,4,2,0.272727273,16,0.193192969,1,1,1,0,35,21,18.625,19083,3
518,47.0,0.6875,3,1,0.222222222,17,0.0,0,0,1,1,35,37,8.647058824,20112,2
519,6.7375,0.4,1,1,0.5,38,0.0,0,1,1,1,35,21,0.815789474,22026,1
520,36.73333333,2.5,3,2,0.0,3,0.314882033,1,1,1,0,35,47,27.33333333,21046,6
521,19.63928571,1.866666667,4,2,0.157894737,18,0.101836698,1,1,1,0,40,61,12.77777778,22407,3
522,49.5,0.142857143,1,1,0.0,5,0.0,0,1,1,1,35,21,3.0,21701,2
523,15.49642857,1.647058824,3,2,0.25,40,1.023046785,1,0,2,0,35,35,3.675,21146,1
524,39.99444444,0.375,2,1,0.142857143,14,0.0,0,1,1,1,140,52,10.0,8068,2
525,59.0,0.222222222,2,2,0.0,9,0.0,0,0,1,1,115,21,4.888888889,21702,2
526,49.0,0.4,1,1,0.0,3,0.0,0,0,1,0,130,38,10.0,19135,2
527,20.865,4.444444444,4,2,0.863636364,15,0.392163911,0,1,1,1,65,78,14.13333333,20815,3
528,33.625,2.666666667,3,2,0.0,1,0.146840149,0,1,3,1,35,77,23.0,21044,6
529,42.94,1.111111111,4,2,0.2,26,0.0,0,0,3,1,175,81,4.153846154,8035,1
530,39.0,0.333333333,1,1,0.0,2,0.0,0,0,5,0,35,21,11.5,8873,2
531,39.42931035,3.625,4,1,0.05,8,0.342822161,0,0,5,0,70,35,21.625,7726,2
532,22.28571429,0.777777778,2,1,0.0,6,0.0,1,1,1,0,35,52,15.5,20186,3
533,29.0,0.1875,1,1,0.0,3,0.0,0,1,1,1,75,57,12.33333333,20910,3
534,14.68,3.125,2,2,0.0,6,0.57493188,0,1,1,0,105,38,4.666666667,8648,3
535,19.0,0.117647059,1,1,1.0,40,1.0,1,0,4,0,165,21,0.575,7728,1
536,11.33333333,0.6,2,2,0.0,2,0.661764706,1,0,3,0,105,28,18.0,21401,3
537,19.66666667,1.5,1,1,0.0,2,0.0,0,1,4,1,135,21,3.5,20905,3
538,14.09090909,0.6875,1,1,0.5,40,0.874193548,1,0,1,0,140,36,2.2,22015,1
539,63.3,2.5,5,2,0.0,3,0.263507109,1,0,1,1,125,21,51.0,20882,6
540,25.12857143,0.466666667,3,1,0.4,40,0.181921546,1,1,1,1,35,61,3.075,7728,1
541,43.33333333,0.15,3,1,0.0,2,0.0,0,0,1,1,105,21,38.5,21210,6
542,9.75,0.083333333,1,1,0.0,12,1.0,0,1,1,1,95,58,4.333333333,20176,3
543,46.90192308,1.130434783,4,2,0.038461539,28,0.0,1,0,1,0,160,74,4.678571429,8721,1
544,10.5,0.153846154,1,1,0.0,20,0.0,1,1,8,1,35,97,2.15,22152,3
545,35.56447368,2.375,2,3,0.071428571,26,0.283769285,1,0,2,0,160,21,7.923076923,20759,1
546,34.03,1.0,3,2,0.0,2,0.0,0,1,1,1,85,45,58.5,8540,6
547,32.13958333,2.0,5,2,0.279069767,40,0.067738381,1,0,1,0,35,80,6.425,22204,1
548,40.59109589,4.5625,6,3,0.031914894,27,0.178433424,1,0,1,0,145,21,18.22222222,20008,1
549,63.26086957,0.851851852,4,1,0.352941177,40,0.154295533,0,0,1,1,40,21,7.3,20912,2
550,20.28928571,3.5,5,3,0.2,26,0.0,1,0,4,0,35,21,1.769230769,18966,1
551,38.14705882,0.566666667,3,1,0.0,29,0.255975328,1,1,1,0,170,21,7.448275862,20882,1
552,24.23421053,0.612903226,4,2,0.0,17,0.193289174,0,1,1,0,35,58,6.058823529,22031,3
553,34.76767677,8.25,6,1,0.0,5,0.027019175,0,0,3,1,165,29,94.0,8873,0
554,31.0,0.0625,1,1,0.0,5,0.0,0,1,1,1,50,45,5.0,20815,3
555,38.20493274,12.38888889,6,3,0.172619048,21,0.072649272,0,0,1,0,35,56,27.14285714,22407,6
556,27.14285714,1.75,2,3,0.0,3,0.678947368,0,1,1,0,60,21,7.0,21044,3
557,18.76071429,1.75,4,1,0.038461539,11,0.071070499,0,1,8,0,45,60,26.72727273,8648,3
