"customer_id","revenue","number_of_orders","recency_days","purchase","zip_code","recency_score_indep","frequency_score_indep","monetary_score_indep","rfm_score_indep","recency_score_seq","frequency_score_seq","monetary_score_seq","rfm_score_seq"
2993,941.6,24,38,1,20877,5,5,5,"555",5,4,4,"544"
2994,187.5,8,553,0,8057,2,4,3,"243",2,5,1,"251"
2995,252.5,6,270,0,22030,3,4,4,"344",3,4,2,"342"
2996,552.95,4,2,1,21701,5,3,5,"535",5,2,5,"525"
2997,147.9,5,27,0,21044,5,3,3,"533",5,2,2,"522"
2998,29,1,283,0,19020,2,1,1,"211",2,1,2,"212"
2999,130.5,2,586,1,8731,1,2,3,"123",1,3,5,"135"
3000,25,1,701,0,22032,1,1,1,"111",1,1,1,"111"
3001,23,2,5,0,20136,5,2,1,"521",5,1,1,"511"
3002,406.7,7,903,0,8043,1,4,4,"144",1,5,5,"155"
3003,69,1,286,0,20016,2,1,2,"212",2,1,4,"214"
3004,167.2,8,58,0,21014,5,4,3,"543",5,3,1,"531"
3005,65,2,259,0,8753,3,2,2,"322",3,2,2,"322"
3006,257,6,107,0,22033,4,4,4,"444",4,2,5,"425"
3007,1030.9,22,76,0,8816,4,5,5,"455",4,5,3,"453"
3008,98.95,4,631,0,20817,1,3,2,"132",1,5,1,"151"
3009,22,1,379,0,21158,2,1,1,"211",2,1,1,"211"
3010,355,4,115,0,22407,4,3,4,"434",4,2,5,"425"
3011,694.45,18,13,0,8075,5,5,5,"555",5,4,2,"542"
3012,502.5,13,78,0,20124,4,5,4,"454",4,4,2,"442"
3013,333,5,260,0,21224,3,3,4,"334",3,3,5,"335"
3014,207.95,3,143,0,22554,4,2,3,"423",4,2,4,"424"
3015,317.4,9,254,0,8234,3,4,4,"344",3,4,4,"344"
3016,793.45,17,124,0,20124,4,5,5,"455",4,4,4,"444"
3017,403,7,271,1,22310,3,4,4,"344",3,4,5,"345"
3018,521,12,93,0,8016,4,4,4,"444",4,4,3,"443"
3019,386.45,13,411,0,22203,2,5,4,"254",2,5,2,"252"
3020,36,2,215,0,21037,3,2,1,"321",3,2,1,"321"
3021,98.5,4,731,1,20877,1,3,2,"132",1,5,1,"151"
3022,88,2,275,0,20854,3,2,2,"322",3,2,3,"323"
3023,81,4,38,0,20708,5,3,2,"532",5,2,1,"521"
3024,686.84,35,78,0,21209,4,5,5,"455",4,5,1,"451"
3025,298,2,846,0,21014,1,2,4,"124",1,3,5,"135"
3026,52,1,627,0,8619,1,1,1,"111",1,1,4,"114"
3027,125,1,259,0,20118,3,1,3,"313",3,1,5,"315"
3028,39.5,2,415,0,21209,2,2,1,"221",2,2,1,"221"
3029,48,2,229,0,8085,3,2,1,"321",3,2,1,"321"
3030,388,6,91,0,18901,4,4,4,"444",4,2,5,"425"
3031,89.5,4,30,0,20832,5,3,2,"532",5,2,1,"521"
3032,435.7,10,395,0,18940,2,4,4,"244",2,5,3,"253"
3033,79.95,2,237,0,20902,3,2,2,"322",3,2,3,"323"
3034,176.9,4,47,1,20816,5,3,3,"533",5,2,3,"523"
3035,281.95,7,168,0,21286,4,4,4,"444",4,3,3,"433"
3036,399,10,430,0,19096,2,4,4,"244",2,5,2,"252"
3037,34,1,661,1,21114,1,1,1,"111",1,1,2,"112"
3038,63,2,672,1,20905,1,2,2,"122",1,3,2,"132"
3039,54,2,4,0,19147,5,2,1,"521",5,1,3,"513"
3040,78,1,411,0,20147,2,1,2,"212",2,1,5,"215"
3041,674.1,20,4,1,22101,5,5,5,"555",5,4,2,"542"
3042,282,10,77,1,22903,4,4,4,"444",4,3,3,"433"
3043,1337,26,132,0,20111,4,5,5,"455",4,5,4,"454"
3044,432.45,13,30,0,20850,5,5,4,"554",5,3,4,"534"
3045,40,2,24,0,8077,5,2,1,"521",5,1,2,"512"
3046,144.5,4,229,0,21234,3,3,3,"333",3,3,3,"333"
3047,39.5,3,356,0,19087,2,2,1,"221",2,3,1,"231"
3048,34,1,269,0,8002,3,1,1,"311",3,1,2,"312"
3049,218,4,634,0,20904,1,3,3,"133",1,5,3,"153"
3050,39.5,2,335,0,8302,2,2,1,"221",2,2,1,"221"
3051,73,2,318,0,8724,2,2,2,"222",2,2,3,"223"
3052,0,1,263,0,21158,3,1,1,"311",3,1,1,"311"
3053,784.79,13,576,0,20016,1,5,5,"155",1,5,5,"155"
3054,825.65,12,361,0,21131,2,4,5,"245",2,5,5,"255"
3055,1210.5,22,537,0,7726,2,5,5,"255",2,5,5,"255"
3056,390.4,16,108,0,22554,4,5,4,"454",4,4,1,"441"
3057,44,1,515,0,22079,2,1,1,"211",2,1,3,"213"
3058,782,8,27,0,21093,5,4,5,"545",5,3,5,"535"
3059,171.95,6,610,0,21044,1,4,3,"143",1,5,2,"152"
3060,801.6,23,271,0,22191,3,5,5,"355",3,5,4,"354"
3061,527.9,22,61,1,22209,5,5,4,"554",5,4,1,"541"
3062,296.95,8,95,0,8075,4,4,4,"444",4,3,3,"433"
3063,223.45,4,259,0,20814,3,3,3,"333",3,3,4,"334"
3064,402.95,7,382,0,8721,2,4,4,"244",2,4,5,"245"
3065,64,2,923,1,20176,1,2,2,"122",1,3,2,"132"
3066,111.5,5,405,0,20872,2,3,2,"232",2,4,1,"241"
3067,226,4,592,0,20901,1,3,3,"133",1,5,3,"153"
3068,93.5,2,298,0,8816,2,2,2,"222",2,2,4,"224"
3069,1069.5,20,140,1,22312,4,5,5,"455",4,5,3,"453"
3070,79,1,269,0,20194,3,1,2,"312",3,1,5,"315"
3071,189,1,272,0,20164,3,1,3,"313",3,1,5,"315"
3072,29,1,267,0,18966,3,1,1,"311",3,1,1,"311"
3073,377.45,10,53,1,22301,5,4,4,"544",5,3,3,"533"
3074,238.95,3,597,0,8108,1,2,4,"124",1,4,5,"145"
3075,519.9,11,84,0,8046,4,4,4,"444",4,4,3,"443"
3076,1054.5,30,87,1,20110,4,5,5,"455",4,5,3,"453"
3077,69,2,269,0,23113,3,2,2,"322",3,2,2,"322"
3078,944.4,20,1,1,21212,5,5,5,"555",5,4,4,"544"
3079,14.95,1,346,0,22192,2,1,1,"211",2,1,1,"211"
3080,69,1,827,0,20882,1,1,2,"112",1,1,4,"114"
3081,367,11,180,1,20151,4,4,4,"444",4,4,1,"441"
3082,307.9,7,266,0,20852,3,4,4,"344",3,4,3,"343"
3083,52.25,2,624,0,20007,1,2,1,"121",1,3,2,"132"
3084,665.35,22,13,0,21015,5,5,5,"555",5,4,2,"542"
3085,129.5,4,34,1,22205,5,3,3,"533",5,2,2,"522"
3086,49.5,1,652,0,8008,1,1,1,"111",1,1,4,"114"
3087,229.55,10,264,0,20171,3,4,3,"343",3,5,1,"351"
3088,268,2,317,0,21157,2,2,4,"224",2,2,5,"225"
3089,29,1,33,1,8028,5,1,1,"511",5,1,1,"511"
3090,246.35,8,270,0,8003,3,4,4,"344",3,4,2,"342"
3091,1007.39,26,27,1,20191,5,5,5,"555",5,5,1,"551"
3092,627.9,19,262,0,20906,3,5,5,"355",3,5,3,"353"
3093,49.95,3,605,0,21114,1,2,1,"121",1,4,1,"141"
3094,217.3,8,445,0,22101,2,4,3,"243",2,5,1,"251"
3095,533,13,6,0,21204,5,5,5,"555",5,3,5,"535"
3096,212,6,26,0,18901,5,4,3,"543",5,2,4,"524"
3097,135,2,607,0,22032,1,2,3,"123",1,3,5,"135"
3098,59,3,181,0,8033,4,2,2,"422",4,2,1,"421"
3099,30,1,751,0,20112,1,1,1,"111",1,1,2,"112"
3100,189,1,908,0,20724,1,1,3,"113",1,1,5,"115"
3101,151,6,32,0,23185,5,4,3,"543",5,2,2,"522"
3102,29.5,1,916,0,19002,1,1,1,"111",1,1,2,"112"
3103,1579.05,42,63,1,19083,5,5,5,"555",5,5,3,"553"
3104,356.25,9,685,1,20191,1,4,4,"144",1,5,4,"154"
3105,573.5,12,201,0,22315,4,4,5,"445",4,4,3,"443"
3106,214.5,7,242,0,21207,3,4,3,"343",3,4,2,"342"
3107,156,4,307,0,20815,2,3,3,"233",2,3,4,"234"
3108,593.35,20,90,0,22030,4,5,5,"455",4,5,1,"451"
3109,337.94,11,355,1,8724,2,4,4,"244",2,5,2,"252"
3110,39.5,1,728,0,21212,1,1,1,"111",1,1,3,"113"
3111,236.75,9,249,0,21014,3,4,3,"343",3,4,2,"342"
3112,246.9,9,31,0,22015,5,4,4,"544",5,3,2,"532"
3113,30,1,83,0,21230,4,1,1,"411",4,1,2,"412"
3114,258.75,8,225,1,21701,3,4,4,"344",3,4,2,"342"
3115,48,3,34,0,19002,5,2,1,"521",5,1,3,"513"
3116,1772.95,40,16,1,22207,5,5,5,"555",5,5,4,"554"
3117,299.5,7,271,1,8360,3,4,4,"344",3,4,3,"343"
3118,165,3,291,0,22003,2,2,3,"223",2,3,4,"234"
3119,144.95,4,159,1,8107,4,3,3,"433",4,2,3,"423"
3120,1114.35,21,40,0,8724,5,5,5,"555",5,4,5,"545"
3121,356.5,3,247,0,8081,3,2,4,"324",3,2,5,"325"
3122,1100.9,19,112,0,20850,4,5,5,"455",4,4,5,"445"
3123,99,2,36,0,20910,5,2,2,"522",5,1,4,"514"
3124,29.9,2,794,0,8534,1,2,1,"121",1,3,1,"131"
3125,69.5,2,641,0,20169,1,2,2,"122",1,3,3,"133"
3126,2376.25,49,22,1,18901,5,5,5,"555",5,5,5,"555"
3127,59,1,216,0,22315,3,1,2,"312",3,1,4,"314"
3128,263,6,352,0,8012,2,4,4,"244",2,4,4,"244"
3129,788,20,233,0,20170,3,5,5,"355",3,5,4,"354"
3130,39,1,261,1,22150,3,1,1,"311",3,1,2,"312"
3131,95.5,2,649,0,8540,1,2,2,"122",1,3,4,"134"
3132,316.5,6,271,0,20904,3,4,4,"344",3,4,4,"344"
3133,187.5,6,524,0,7726,2,4,3,"243",2,4,2,"242"
3134,56,1,13,0,22602,5,1,1,"511",5,1,3,"513"
3135,777,5,127,0,20815,4,3,5,"435",4,2,5,"425"
3136,3437.9,45,156,0,19087,4,5,5,"455",4,5,5,"455"
3137,24,1,262,0,22003,3,1,1,"311",3,1,1,"311"
3138,564,8,187,0,8724,4,4,5,"445",4,3,5,"435"
3139,39.5,2,399,0,8690,2,2,1,"221",2,2,1,"221"
3140,225,6,707,0,20176,1,4,3,"143",1,5,3,"153"
3141,211,8,3,0,23229,5,4,3,"543",5,3,1,"531"
3142,1035.9,25,162,0,22602,4,5,5,"455",4,5,3,"453"
3143,481.5,15,359,0,8010,2,5,4,"254",2,5,3,"253"
3144,582,8,695,0,22003,1,4,5,"145",1,5,5,"155"
3145,258,3,270,0,8034,3,2,4,"324",3,2,5,"325"
3146,167.95,4,53,0,22152,5,3,3,"533",5,2,3,"523"
3147,42.5,2,918,0,8003,1,2,1,"121",1,3,1,"131"
3148,165.95,5,28,1,22031,5,3,3,"533",5,2,3,"523"
3149,39.5,2,384,0,21234,2,2,1,"221",2,2,1,"221"
3150,179,1,192,1,20120,4,1,3,"413",4,1,5,"415"
3151,0,1,252,0,22101,3,1,1,"311",3,1,1,"311"
3152,128,3,696,1,23233,1,2,3,"123",1,4,4,"144"
3153,910.6,23,266,0,21122,3,5,5,"355",3,5,4,"354"
3154,724.75,20,243,1,18940,3,5,5,"355",3,5,4,"354"
3155,281.35,18,22,0,20152,5,5,4,"554",5,4,1,"541"
3156,426.85,12,667,0,8724,1,4,4,"144",1,5,5,"155"
3157,297.25,10,312,0,8077,2,4,4,"244",2,5,1,"251"
3158,1443.8,38,2,1,20175,5,5,5,"555",5,5,3,"553"
3159,262,7,16,0,21117,5,4,4,"544",5,2,5,"525"
3160,55,1,705,0,18940,1,1,1,"111",1,1,4,"114"
3161,17,1,818,0,20874,1,1,1,"111",1,1,1,"111"
3162,703,13,152,1,23233,4,5,5,"455",4,4,4,"444"
3163,356.5,8,198,0,8534,4,4,4,"444",4,3,4,"434"
3164,103.5,5,355,0,19002,2,3,2,"232",2,4,1,"241"
3165,4053.21,79,30,1,22066,5,5,5,"555",5,5,5,"555"
3166,810.8,26,148,1,22046,4,5,5,"455",4,5,1,"451"
3167,102,2,633,0,19119,1,2,2,"122",1,3,4,"134"
3168,1084.6,23,187,0,21702,4,5,5,"455",4,5,3,"453"
3169,213,3,270,0,20141,3,2,3,"323",3,2,5,"325"
3170,46,2,128,0,20008,4,2,1,"421",4,1,2,"412"
3171,90,3,640,1,21015,1,2,2,"122",1,4,3,"143"
3172,1521.4,38,85,0,21702,4,5,5,"455",4,5,4,"454"
3173,127.45,5,405,0,19020,2,3,3,"233",2,4,1,"241"
3174,39.5,1,758,0,21157,1,1,1,"111",1,1,3,"113"
3175,182.45,5,374,1,19020,2,3,3,"233",2,4,2,"242"
3176,169.75,6,432,0,20879,2,4,3,"243",2,4,2,"242"
3177,61,2,309,0,19047,2,2,2,"222",2,2,3,"223"
3178,89.95,1,386,0,21074,2,1,2,"212",2,1,5,"215"
3179,62,2,361,0,8610,2,2,2,"222",2,2,3,"223"
3180,152.45,3,393,0,22015,2,2,3,"223",2,3,4,"234"
3181,64,1,656,0,21015,1,1,2,"112",1,1,4,"114"
3182,48,2,870,0,20194,1,2,1,"121",1,3,1,"131"
3183,309.9,9,9,0,18966,5,4,4,"544",5,3,2,"532"
3184,44,1,346,0,8701,2,1,1,"211",2,1,3,"213"
3185,44,1,270,0,20124,3,1,1,"311",3,1,3,"313"
3186,59,1,90,0,22151,4,1,2,"412",4,1,3,"413"
3187,94.5,3,628,0,20832,1,2,2,"122",1,4,3,"143"
3188,210,5,508,0,20770,2,3,3,"233",2,4,3,"243"
3189,44.5,2,23,0,20002,5,2,1,"521",5,1,2,"512"
3190,107.75,4,233,0,22312,3,3,2,"332",3,3,2,"332"
3191,48,1,645,0,21230,1,1,1,"111",1,1,3,"113"
3192,99,1,706,0,18901,1,1,2,"112",1,1,5,"115"
3193,253.8,10,25,0,19047,5,4,4,"544",5,3,2,"532"
3194,29,1,637,0,21122,1,1,1,"111",1,1,2,"112"
3195,114,2,269,0,20874,3,2,2,"322",3,2,4,"324"
3196,1028,22,81,1,22192,4,5,5,"455",4,5,2,"452"
3197,92,2,543,0,8050,2,2,2,"222",2,2,4,"224"
3198,149.5,3,214,0,8210,3,2,3,"323",3,2,5,"325"
3199,0,1,353,0,20854,2,1,1,"211",2,1,1,"211"
3200,151,4,268,0,21784,3,3,3,"333",3,3,3,"333"
3201,548.45,12,97,0,8054,4,4,5,"445",4,4,3,"443"
3202,152,3,266,0,20112,3,2,3,"323",3,2,5,"325"
3203,565.25,20,14,0,7728,5,5,5,"555",5,4,2,"542"
3204,59,2,270,0,8060,3,2,2,"322",3,2,2,"322"
3205,354,6,231,0,7728,3,4,4,"344",3,4,4,"344"
3206,192.5,5,22,0,21093,5,3,3,"533",5,2,3,"523"
3207,66.8,5,611,1,8021,1,3,2,"132",1,5,1,"151"
3208,68,2,515,0,18966,2,2,2,"222",2,2,3,"223"
3209,39.5,2,388,0,21136,2,2,1,"221",2,2,1,"221"
3210,143.5,3,256,0,22301,3,2,3,"323",3,2,5,"325"
3211,59,1,931,0,23233,1,1,2,"112",1,1,4,"114"
3212,1437.45,30,166,0,8080,4,5,5,"455",4,5,4,"454"
3213,230.95,6,541,0,20165,2,4,3,"243",2,4,3,"243"
3214,1030.4,35,117,1,20901,4,5,5,"455",4,5,3,"453"
3215,261,5,553,0,8054,2,3,4,"234",2,4,4,"244"
3216,159,5,155,0,22204,4,3,3,"433",4,2,3,"423"
3217,318,2,262,0,19116,3,2,4,"324",3,2,5,"325"
3218,363.5,12,7,0,8757,5,4,4,"544",5,3,3,"533"
3219,533.5,6,278,1,19006,2,4,5,"245",2,4,5,"245"
3220,506.95,10,503,0,23233,2,4,4,"244",2,5,3,"253"
3221,197.95,7,96,0,22180,4,4,3,"443",4,3,1,"431"
3222,131.4,6,2,0,22407,5,4,3,"543",5,2,2,"522"
3223,772.5,16,390,0,21210,2,5,5,"255",2,5,5,"255"
3224,679.45,24,205,1,22101,4,5,5,"455",4,5,1,"451"
3225,447.3,14,20,0,20147,5,5,4,"554",5,3,4,"534"
3226,376.95,8,256,0,21403,3,4,4,"344",3,4,4,"344"
3227,234.95,7,144,0,8055,4,4,3,"443",4,3,2,"432"
3228,80,2,332,0,22407,2,2,2,"222",2,2,4,"224"
3229,124.5,2,265,1,20906,3,2,3,"323",3,2,4,"324"
3230,224.95,6,242,0,8225,3,4,3,"343",3,4,2,"342"
3231,513,5,271,0,22308,3,3,4,"334",3,3,5,"335"
3232,42.5,1,622,0,22309,1,1,1,"111",1,1,3,"113"
3233,541.9,6,514,0,21074,2,4,5,"245",2,4,5,"245"
3234,263,5,629,0,22150,1,3,4,"134",1,5,4,"154"
3235,889.7,23,47,0,8534,5,5,5,"555",5,4,4,"544"
3236,467.45,10,49,0,22901,5,4,4,"544",5,3,4,"534"
3237,69,2,265,0,18966,3,2,2,"322",3,2,2,"322"
3238,547.85,16,2,0,21401,5,5,5,"555",5,4,1,"541"
3239,224,12,44,1,20817,5,4,3,"543",5,3,1,"531"
3240,1916.45,47,19,1,21784,5,5,5,"555",5,5,4,"554"
3241,39.5,1,966,0,7728,1,1,1,"111",1,1,3,"113"
3242,89,1,635,0,22309,1,1,2,"112",1,1,5,"115"
3243,180,4,212,0,22015,3,3,3,"333",3,3,4,"334"
3244,102,5,47,0,8057,5,3,2,"532",5,2,1,"521"
3245,451.45,11,255,0,20190,3,4,4,"344",3,5,2,"352"
3246,128.95,3,180,0,20111,4,2,3,"423",4,2,2,"422"
3247,18,1,248,0,21117,3,1,1,"311",3,1,1,"311"
3248,503.35,14,12,1,21234,5,5,4,"554",5,3,4,"534"
3249,104.5,2,275,0,22407,3,2,2,"322",3,2,4,"324"
3250,231,8,139,0,8043,4,4,3,"443",4,3,2,"432"
3251,443,12,369,1,19038,2,4,4,"244",2,5,3,"253"
3252,559.8,7,241,0,20912,3,4,5,"345",3,4,5,"345"
3253,40,1,967,0,20176,1,1,1,"111",1,1,3,"113"
3254,161.5,5,44,0,22032,5,3,3,"533",5,2,3,"523"
3255,36,1,38,0,20906,5,1,1,"511",5,1,2,"512"
3256,153.9,4,959,0,21208,1,3,3,"133",1,5,2,"152"
3257,903.25,26,90,0,8527,4,5,5,"455",4,5,2,"452"
3258,79.9,4,213,0,22304,3,3,2,"332",3,3,1,"331"
3259,441,5,195,0,8505,4,3,4,"434",4,2,5,"425"
3260,44.95,1,898,0,8205,1,1,1,"111",1,1,3,"113"
3261,39.5,1,759,0,20120,1,1,1,"111",1,1,3,"113"
3262,448.95,16,12,0,20783,5,5,4,"554",5,4,1,"541"
3263,1408.75,24,7,1,19119,5,5,5,"555",5,4,5,"545"
3264,35,2,264,0,8302,3,2,1,"321",3,2,1,"321"
3265,444.25,8,379,0,22204,2,4,4,"244",2,5,3,"253"
3266,223,5,268,0,20815,3,3,3,"333",3,3,4,"334"
3267,368.75,10,478,0,21044,2,4,4,"244",2,5,2,"252"
3268,247,6,219,0,8096,3,4,4,"344",3,4,2,"342"
3269,144,5,245,0,20874,3,3,3,"333",3,3,3,"333"
3270,328,6,90,1,19006,4,4,4,"444",4,2,5,"425"
3271,654.4,12,499,0,23113,2,4,5,"245",2,5,4,"254"
3272,173,5,4,0,8037,5,3,3,"533",5,2,3,"523"
3273,74,1,751,0,23233,1,1,2,"112",1,1,5,"115"
3274,202.5,4,729,0,23229,1,3,3,"133",1,5,3,"153"
3275,39.5,2,377,0,22405,2,2,1,"221",2,2,1,"221"
3276,602,9,113,0,20895,4,4,5,"445",4,3,5,"435"
3277,403,4,361,0,20852,2,3,4,"234",2,3,5,"235"
3278,1318.88,42,63,0,20814,5,5,5,"555",5,5,2,"552"
3279,87.95,2,180,0,19106,4,2,2,"422",4,1,4,"414"
3280,69,1,561,0,22180,2,1,2,"212",2,1,4,"214"
3281,399.5,5,182,0,20814,4,3,4,"434",4,2,5,"425"
3282,80.95,3,80,0,19083,4,2,2,"422",4,2,1,"421"
3283,39.5,1,289,0,18901,2,1,1,"211",2,1,3,"213"
3284,20,1,147,0,20124,4,1,1,"411",4,1,1,"411"
3285,49,1,679,0,20181,1,1,1,"111",1,1,3,"113"
3286,138,4,121,0,8002,4,3,3,"433",4,2,2,"422"
3287,105,4,27,0,22601,5,3,2,"532",5,2,1,"521"
3288,433.3,14,79,0,20112,4,5,4,"454",4,4,2,"442"
3289,263.7,7,281,0,8054,2,4,4,"244",2,4,4,"244"
3290,1120.45,27,137,1,20895,4,5,5,"455",4,5,3,"453"
3291,38.95,2,266,0,22039,3,2,1,"321",3,2,1,"321"
3292,644.45,16,16,0,22207,5,5,5,"555",5,4,2,"542"
3293,598.84,16,81,0,22602,4,5,5,"455",4,4,3,"443"
3294,388,9,230,0,8550,3,4,4,"344",3,4,4,"344"
3295,330.85,10,269,0,22015,3,4,4,"344",3,5,1,"351"
3296,97,2,622,0,8540,1,2,2,"122",1,3,4,"134"
3297,49.9,4,172,1,21108,4,3,1,"431",4,2,1,"421"
3298,85,2,302,0,22407,2,2,2,"222",2,2,4,"224"
3299,905,11,599,0,22044,1,4,5,"145",1,5,5,"155"
3300,89,4,735,0,21015,1,3,2,"132",1,5,1,"151"
3301,158,6,27,0,8318,5,4,3,"543",5,2,3,"523"
3302,428.7,12,256,0,22192,3,4,4,"344",3,5,1,"351"
3303,301,5,211,0,8009,3,3,4,"334",3,3,5,"335"
3304,590.85,14,261,0,20902,3,5,5,"355",3,5,3,"353"
3305,31,1,378,0,20852,2,1,1,"211",2,1,2,"212"
3306,24,1,627,0,20016,1,1,1,"111",1,1,1,"111"
3307,387.45,16,264,0,22042,3,5,4,"354",3,5,1,"351"
3308,857.4,25,25,1,8053,5,5,5,"555",5,4,4,"544"
3309,518.5,15,98,1,20878,4,5,4,"454",4,4,3,"443"
3310,176,4,86,0,20783,4,3,3,"433",4,2,3,"423"
3311,1077.45,30,230,1,21208,3,5,5,"355",3,5,5,"355"
3312,1130.5,11,193,0,8081,4,4,5,"445",4,4,5,"445"
3313,59,2,612,0,22191,1,2,2,"122",1,3,2,"132"
3314,70,2,337,0,20878,2,2,2,"222",2,2,3,"223"
3315,1857.25,35,24,1,20910,5,5,5,"555",5,5,4,"554"
3316,60.5,2,270,0,22207,3,2,2,"322",3,2,2,"322"
3317,20.3,1,3,1,21046,5,1,1,"511",5,1,1,"511"
3318,343.5,9,259,0,8520,3,4,4,"344",3,4,4,"344"
3319,238,2,80,0,20194,4,2,3,"423",4,1,5,"415"
3320,1024.5,11,6,0,20187,5,4,5,"545",5,3,5,"535"
3321,105.95,4,844,0,20906,1,3,2,"132",1,5,1,"151"
3322,69,1,346,0,8701,2,1,2,"212",2,1,4,"214"
3323,1185,25,120,1,8008,4,5,5,"455",4,5,3,"453"
3324,900.8,22,19,1,22911,5,5,5,"555",5,4,4,"544"
3325,47.5,2,645,0,21090,1,2,1,"121",1,3,1,"131"
3326,619,4,271,0,20901,3,3,5,"335",3,3,5,"335"
3327,94,2,280,0,19053,2,2,2,"222",2,2,4,"224"
3328,117,4,34,1,21286,5,3,2,"532",5,2,1,"521"
3329,882.5,11,152,0,8080,4,4,5,"445",4,4,5,"445"
3330,283.35,8,36,1,20755,5,4,4,"544",5,3,2,"532"
3331,30,1,375,0,8527,2,1,1,"211",2,1,2,"212"
3332,87.5,4,34,1,8077,5,3,2,"532",5,2,1,"521"
3333,191,5,247,0,22310,3,3,3,"333",3,3,4,"334"
3334,1716.9,40,52,1,19067,5,5,5,"555",5,5,4,"554"
3335,81.85,3,70,0,20816,4,2,2,"422",4,2,1,"421"
3336,187.95,8,39,0,20878,5,4,3,"543",5,3,1,"531"
3337,40,1,660,0,20855,1,1,1,"111",1,1,3,"113"
3338,192,5,199,0,22180,4,3,3,"433",4,2,4,"424"
3339,457,12,448,0,20853,2,4,4,"244",2,5,3,"253"
3340,215.9,7,87,1,19006,4,4,3,"443",4,3,1,"431"
3341,137.85,4,63,0,23113,5,3,3,"533",5,2,2,"522"
3342,59.45,2,341,0,21229,2,2,2,"222",2,2,3,"223"
3343,71.5,2,547,1,20882,2,2,2,"222",2,2,3,"223"
3344,88,2,311,0,21157,2,2,2,"222",2,2,4,"224"
3345,383.92,12,174,0,8053,4,4,4,"444",4,4,1,"441"
3346,182,7,7,0,21234,5,4,3,"543",5,2,3,"523"
3347,27.95,2,578,0,22003,1,2,1,"121",1,3,1,"131"
3348,124,3,271,0,22180,3,2,3,"323",3,2,4,"324"
3349,44,1,690,0,22182,1,1,1,"111",1,1,3,"113"
3350,69.95,1,18,1,23229,5,1,2,"512",5,1,4,"514"
3351,84.5,2,352,0,8619,2,2,2,"222",2,2,4,"224"
3352,381,10,196,0,18901,4,4,4,"444",4,3,4,"434"
3353,50.95,2,52,0,21131,5,2,1,"521",5,1,3,"513"
3354,295,7,119,0,22304,4,4,4,"444",4,3,3,"433"
3355,165,4,127,0,22203,4,3,3,"433",4,2,3,"423"
3356,91.45,3,58,0,22043,5,2,2,"522",5,1,4,"514"
3357,119,2,684,0,8527,1,2,2,"122",1,3,5,"135"
3358,409,5,301,0,22153,2,3,4,"234",2,4,5,"245"
3359,218.8,7,63,0,19152,5,4,3,"543",5,2,4,"524"
3360,59,1,221,0,8021,3,1,2,"312",3,1,4,"314"
3361,28,1,233,0,20879,3,1,1,"311",3,1,1,"311"
3362,853.9,26,139,0,21046,4,5,5,"455",4,5,2,"452"
3363,1225.9,32,28,1,22066,5,5,5,"555",5,5,2,"552"
3364,486,13,384,0,20124,2,5,4,"254",2,5,3,"253"
3365,1997.95,31,46,1,21210,5,5,5,"555",5,5,4,"554"
3366,289,7,137,0,22901,4,4,4,"444",4,3,3,"433"
3367,457.9,12,267,0,20878,3,4,4,"344",3,5,2,"352"
3368,65,1,183,0,21771,4,1,2,"412",4,1,3,"413"
3369,476.45,11,587,0,8402,1,4,4,"144",1,5,5,"155"
3370,511.85,16,117,0,21207,4,5,4,"454",4,4,2,"442"
3371,85,2,447,0,19046,2,2,2,"222",2,2,4,"224"
3372,839.2,20,15,0,21075,5,5,5,"555",5,4,4,"544"
3373,2014.35,33,12,1,20879,5,5,5,"555",5,5,4,"554"
3374,94,2,406,0,20171,2,2,2,"222",2,2,4,"224"
3375,25,1,775,0,19128,1,1,1,"111",1,1,1,"111"
3376,297.8,8,261,0,21701,3,4,4,"344",3,4,3,"343"
3377,504,5,646,0,19010,1,3,4,"134",1,5,5,"155"
3378,738,24,129,0,21012,4,5,5,"455",4,5,1,"451"
3379,2047.7,59,190,0,20170,4,5,5,"455",4,5,5,"455"
3380,128,2,525,0,21093,2,2,3,"223",2,2,5,"225"
3381,3242.95,82,114,1,21228,4,5,5,"455",4,5,5,"455"
3382,1474.25,34,105,0,22015,4,5,5,"455",4,5,4,"454"
3383,375.9,4,629,0,22903,1,3,4,"134",1,5,4,"154"
3384,417.4,14,50,0,22205,5,5,4,"554",5,3,4,"534"
3385,39,1,850,0,20902,1,1,1,"111",1,1,2,"112"
3386,16.95,1,940,0,22030,1,1,1,"111",1,1,1,"111"
3387,377.45,4,126,0,8753,4,3,4,"434",4,2,5,"425"
3388,236.7,7,263,0,22046,3,4,3,"343",3,4,2,"342"
3389,124,3,61,0,8054,5,2,3,"523",5,1,5,"515"
3390,39.5,1,763,0,21014,1,1,1,"111",1,1,3,"113"
3391,892,14,267,1,22405,3,5,5,"355",3,5,4,"354"
3392,1536.9,34,270,0,8234,3,5,5,"355",3,5,5,"355"
3393,158.45,3,203,0,22901,4,2,3,"423",4,2,3,"423"
3394,19.95,1,370,0,21093,2,1,1,"211",2,1,1,"211"
3395,1061,34,2,0,21044,5,5,5,"555",5,5,2,"552"
3396,19.95,1,585,0,19087,1,1,1,"111",1,1,1,"111"
3397,804.1,24,16,0,22601,5,5,5,"555",5,4,3,"543"
3398,352.4,9,7,1,21093,5,4,4,"544",5,3,3,"533"
