"day","date","quantity","price","revenue","digital_ad","digital_search","print","tv","ln_quantity","ln_price","ln_digital_ad","ln_digital_search","ln_print","ln_tv","lln_quantity","weekdays","ln_digital","pred_quantity"
128,"2018-05-08",146,363.83,53119.18,512,1650,645,3799,4.98360662170834,5.89668672557584,6.23832462503951,7.40853056689463,6.4707995037826,8.24249315318763,4.49980967033027,"Tuesday",7.67878899819915,100.736951601183
129,"2018-05-09",118,355.55,41954.9,320,1757,645,4907,4.77068462446567,5.87366588632953,5.76832099579377,7.4713630881871,6.4707995037826,8.4984180360899,4.98360662170834,"Wednesday",7.63867982387611,114.2280566481
130,"2018-05-10",139,359.56,49978.84,1040,1786,645,6783,4.93447393313069,5.8848810617052,6.94697599213542,7.48773376143644,6.4707995037826,8.82217476094608,4.77068462446567,"Thursday",7.94661756324447,103.42328095416
131,"2018-05-11",127,368.26,46769.02,908,1707,645,6346,4.84418708645859,5.90878921043907,6.81124437860129,7.44249272279444,6.4707995037826,8.75557997214314,4.93447393313069,"Friday",7.86901937649902,113.492290133651
132,"2018-05-12",102,359.66,36685.32,646,1470,645,6502,4.62497281328427,5.88515914073705,6.4707995037826,7.29301767977278,6.4707995037826,8.77986510086385,4.84418708645859,"Saturday",7.65728279297819,118.235413455067
133,"2018-05-13",95,365.31,34704.45,829,1414,645,8727,4.55387689160054,5.90074630818703,6.7202201551353,7.25417784645652,6.4707995037826,9.07417694716331,4.62497281328427,"Sunday",7.71556953452021,72.9312033786935
134,"2018-05-14",107,365.55,39113.85,938,1519,645,8080,4.67282883446191,5.90140306873932,6.84374994900622,7.32580750259577,6.4707995037826,8.99714715151514,4.55387689160054,"Monday",7.80669637252118,95.0458882441224
135,"2018-05-15",186,366.75,68215.5,983,1812,645,7013,5.2257466737132,5.90468041702309,6.89060912014717,7.50218648660292,6.4707995037826,8.85552084853691,4.67282883446191,"Tuesday",7.9355873855892,119.6664346469
136,"2018-05-16",185,369.55,68366.75,411,1932,645,6169,5.22035582507832,5.9122860492309,6.01859321449623,7.56631101477246,6.4707995037826,8.72729202920964,5.2257466737132,"Wednesday",7.7591874385078,136.01520933142
137,"2018-05-17",90,367.61,33084.9,229,1921,645,5498,4.49980967033027,5.90702259359357,5.43372200355424,7.56060116276856,6.4707995037826,8.61213966872519,5.22035582507832,"Thursday",7.67322312112171,136.399639761407
138,"2018-05-18",73,345.98,25256.54,215,1744,645,6578,4.29045944114839,5.84638096991883,5.37063802812766,7.46393660446893,6.4707995037826,8.791486026749,4.49980967033027,"Friday",7.58018941794454,83.7874166177584
139,"2018-05-19",55,341.21,18766.55,553,1527,645,6732,4.00733318523247,5.83249812351161,6.31535800152233,7.33106030521863,6.4707995037826,8.8146275553107,4.29045944114839,"Saturday",7.64012317269536,81.6996973622429
140,"2018-05-20",47,355.53,16709.91,588,1426,645,9563,3.85014760171006,5.87360963386847,6.37672694789863,7.26262860097424,6.4707995037826,9.16565676434954,4.00733318523247,"Sunday",7.60787807327851,47.1678305094797
141,"2018-05-21",55,335.75,18466.25,2500,1593,645,10914,4.00733318523247,5.81636683540335,7.82404601085629,7.37337430991005,6.4707995037826,9.29780164774618,3.85014760171006,"Monday",8.3170334764924,63.8065739348624
142,"2018-05-22",64,335.77,21489.28,2105,1848,645,6539,4.15888308335967,5.81642640176029,7.65207074611648,7.52185925220163,6.4707995037826,8.78553952756128,4.00733318523247,"Tuesday",8.28223006329669,80.1083308283346
143,"2018-05-23",69,327.7,22611.3,1758,1864,645,6450,4.23410650459726,5.79209855570477,7.47193207824512,7.53047999524554,6.4707995037826,8.77183540978982,4.15888308335967,"Wednesday",8.19478163844336,70.3522218066948
144,"2018-05-24",103,345.25,35560.75,1792,1766,645,7924,4.63472898822964,5.8442687922894,7.49108759353488,7.47647238116391,6.4707995037826,8.97765140781844,4.23410650459726,"Thursday",8.17695386822578,73.9424197815165
145,"2018-05-25",69,348.59,24052.71,1180,1659,645,7902,4.23410650459726,5.8538964465012,7.07326971745971,7.41397029019044,6.4707995037826,8.97487117097134,4.63472898822964,"Friday",7.95120715647297,95.979447659347
146,"2018-05-26",73,338.56,24714.88,1396,1500,645,8514,4.29045944114839,5.82470132922988,7.24136628332232,7.3132203870903,6.4707995037826,9.0494671463881,4.23410650459726,"Saturday",7.97108575350561,82.1261665136073
147,"2018-05-27",51,348.92,17794.92,2349,1349,645,4905,3.93182563272433,5.85484266956502,7.76174498465891,7.20711885620776,6.4707995037826,8.49801037199946,4.29045944114839,"Sunday",8.21554741194707,59.9789973734539
148,"2018-05-28",46,341.64,15715.44,1982,1426,645,4033,3.8286413964891,5.83375755107795,7.59186171488993,7.26262860097424,6.4707995037826,8.30226579487337,3.93182563272433,"Monday",8.13388088794921,62.9465837291643
149,"2018-05-29",56,327,18312,1718,1643,645,5354,4.02535169073515,5.78996017089725,7.4489161025442,7.40427911803727,6.4707995037826,8.5855992240803,3.8286413964891,"Tuesday",8.11999382772511,69.7692052393521
150,"2018-05-30",72,326.12,23480.64,1471,2322,645,7743,4.27666611901606,5.78726541179471,7.29369772060144,7.75018416225784,6.4707995037826,8.95454448838672,4.02535169073515,"Wednesday",8.2409125416889,64.8859272626613
151,"2018-05-31",110,344.94,37943.4,2640,2624,645,11172,4.70048036579242,5.84337048886325,7.87853419614036,7.87245515006398,6.4707995037826,9.32116592706507,4.27666611901606,"Thursday",8.56864647300515,80.3624529856697
152,"2018-06-01",106,340.85,36130.1,1542,2429,645,10850,4.66343909411207,5.83144249780879,7.34083555412327,7.79523492900217,6.4707995037826,9.29192035896861,4.70048036579242,"Friday",8.28677323113125,106.675184360815
153,"2018-06-02",95,330.15,31364.25,1563,2249,417,11179,4.55387689160054,5.79954709664058,7.35436233042148,7.71824095195932,6.03548143252476,9.32179229727033,4.66343909411207,"Saturday",8.24590926477409,116.364452176073
154,"2018-06-03",66,357.89,23620.74,2396,2026,417,20604,4.18965474202643,5.88022567661605,7.78155595923534,7.61381868480863,6.03548143252476,9.93324051068548,4.55387689160054,"Sunday",8.39434736141739,76.6321943816601
155,"2018-06-04",80,352.71,28216.8,2206,2287,417,16733,4.38202663467388,5.86564618954776,7.69893619981345,7.73499619402278,6.03548143252476,9.72513809649457,4.18965474202643,"Monday",8.41027590907016,80.4880004198258
156,"2018-06-05",104,343.22,35694.88,2284,2585,417,7297,4.64439089914137,5.83837164097416,7.7336835707759,7.85748078694253,6.03548143252476,8.89521858376562,4.38202663467388,"Tuesday",8.4906438561827,104.837919611841
157,"2018-06-06",106,348.1,36898.6,1691,2549,417,7033,4.66343909411207,5.85248979481739,7.43307534889858,7.84345640437612,6.03548143252476,8.85836863630802,4.64439089914137,"Wednesday",8.352318548226,97.0367096212057
158,"2018-06-07",105,352.47,37009.35,1269,2607,417,8490,4.65396035015752,5.86496551224759,7.14598446771439,7.8659554139335,6.03548143252476,9.04664427930539,4.66343909411207,"Thursday",8.26255897301066,99.40096305269
159,"2018-06-08",88,354.47,31193.36,1192,2495,417,7641,4.47733681447821,5.87062371615705,7.0833878476253,7.82204400818562,6.03548143252476,8.94128376364757,4.65396035015752,"Friday",8.21256839823415,97.3366703772636
160,"2018-06-09",102,352.44,35948.88,1296,1907,417,10392,4.62497281328427,5.86488039499853,7.16703787691222,7.55328660560042,6.03548143252476,9.24879155835043,4.47733681447821,"Saturday",8.07184314960916,96.2004050389874
161,"2018-06-10",81,359.89,29151.09,1341,1168,417,15657,4.39444915467244,5.88579842920299,7.20117088328168,7.06304816338817,6.03548143252476,9.65867338031152,4.62497281328427,"Sunday",7.82763954636642,75.3402689876949
162,"2018-06-11",74,354.08,26201.92,1367,1996,417,14904,4.30406509320417,5.86952287630274,7.22037383672395,7.59890045687141,6.03548143252476,9.60938491228142,4.39444915467244,"Monday",8.12058871174027,90.1436754325715
163,"2018-06-12",123,353.18,43441.14,2814,2356,417,6648,4.81218435537242,5.86697784198498,7.94236223767433,7.76472054477148,6.03548143252476,8.80207133653528,4.30406509320417,"Tuesday",8.55062796750248,97.6556475474412
164,"2018-06-13",102,350.9,35791.8,3792,3111,417,11287,4.62497281328427,5.86050128258917,8.24064886337491,8.04269949689764,6.03548143252476,9.33140689995563,4.81218435537242,"Wednesday",8.83971137870348,116.564928932469
165,"2018-06-14",150,362.63,54394.5,5082,2873,417,9414,5.01063529409626,5.89338303069535,8.53346016388011,7.96311205897929,6.03548143252476,9.14995322196109,4.62497281328427,"Thursday",8.98155594077189,102.193348980916
166,"2018-06-15",157,361.03,56681.71,4148,2819,417,10353,5.05624580534831,5.88896105737313,8.33038156934942,7.94413749111411,6.03548143252476,9.24503161176611,5.01063529409626,"Friday",8.84893999503012,134.012905026525
167,"2018-06-16",135,359.83,48577.05,4609,2489,417,17340,4.90527477843843,5.88563169769591,8.43576619272051,7.81963630236759,6.03548143252476,9.76077125033453,5.05624580534831,"Saturday",8.86756833320644,159.075130007765
168,"2018-06-17",97,367.85,35681.45,3357,2284,417,14113,4.57471097850338,5.90767524637827,8.11880299698004,7.7336835707759,6.03548143252476,9.55485163741401,4.90527477843843,"Sunday",8.63781663373998,97.7215518037193
169,"2018-06-18",132,368.87,48690.84,2689,2642,417,14288,4.88280192258637,5.91044427844403,7.89692465626886,7.87929148508227,6.03548143252476,9.56717530311628,4.57471097850338,"Monday",8.58129411682276,104.496515127541
170,"2018-06-19",114,357.95,40806.3,4525,3045,417,10487,4.7361984483945,5.88039331184219,8.41737285613403,8.021256180144,6.03548143252476,9.25789167383441,4.88280192258637,"Tuesday",8.9319483464315,155.617063083439
171,"2018-06-20",102,352.51,35956.02,2235,2659,417,14838,4.62497281328427,5.86507899064426,7.71199650704767,7.88570539124302,6.03548143252476,9.60494673674947,4.7361984483945,"Wednesday",8.49576524400262,107.963282070273
172,"2018-06-21",90,352.55,31729.5,2395,2504,417,13566,4.49980967033027,5.86519245616505,7.78113850984502,7.82564473221999,6.03548143252476,9.51532194150603,4.62497281328427,"Thursday",8.49678638163858,100.940964294009
173,"2018-06-22",103,360.45,37126.35,1802,2186,417,13355,4.63472898822964,5.88735325085059,7.49665243816828,7.68982866873648,6.03548143252476,9.49964612554406,4.49980967033027,"Friday",8.29104513108173,89.1733013453554
174,"2018-06-23",96,350.08,33607.68,1173,1028,417,13918,4.56434819146784,5.85816169979356,7.06731984865348,6.93537044601511,6.03548143252476,9.5409382454048,4.63472898822964,"Saturday",7.69666708152646,105.880716547061
175,"2018-06-24",66,364.34,24046.44,1161,998,417,18251,4.18965474202643,5.89808749760268,7.05703698169789,6.90575327631146,6.03548143252476,9.81197515203002,4.56434819146784,"Sunday",7.67740043051481,71.131816003405
176,"2018-06-25",116,356.97,41408.52,1134,1155,417,18110,4.75359019110636,5.87765174463517,7.0335064842877,7.05185562295589,6.03548143252476,9.80421955087746,4.18965474202643,"Monday",7.73587031995257,75.3772716028302
177,"2018-06-26",113,349.79,39526.27,1142,1617,417,11253,4.72738781871234,5.85733297441143,7.04053639021596,7.38832785957711,6.03548143252476,9.32839003875,4.75359019110636,"Tuesday",7.92262357421729,131.221648755759
178,"2018-06-27",116,344.82,39999.12,1245,1755,417,11904,4.75359019110636,5.8430225417477,7.12689080889881,7.47022413589997,6.03548143252476,9.38462975707287,4.72738781871234,"Wednesday",8.00636756765025,102.754286912967
179,"2018-06-28",121,354.44,42887.24,1207,1498,417,9519,4.79579054559674,5.8705390791791,7.09589322109753,7.31188616407716,6.03548143252476,9.16104508025131,4.75359019110636,"Thursday",7.90285719128058,102.816231330433
180,"2018-06-29",112,350.46,39251.52,1026,1372,417,5641,4.71849887129509,5.85924657728027,6.93342302573071,7.22402480828583,6.03548143252476,8.63781663373998,4.79579054559674,"Friday",7.78239033558746,102.821936130178
181,"2018-06-30",179,355.67,63664.93,868,1273,417,6100,5.18738580584075,5.87400333466095,6.76619171466035,7.14913159855741,6.03548143252476,8.7160440501614,4.71849887129509,"Saturday",7.66902828858968,107.057845522922
182,"2018-07-01",148,363.03,53728.44,230,1177,417,3463,4.99721227376411,5.89448547547807,5.4380793089232,7.07072410726028,6.03548143252476,8.14989054440242,5.18738580584075,"Sunday",7.24921505711439,99.4525806098878
183,"2018-07-02",68,353.21,24018.28,137,1347,0,3927,4.21950770517611,5.86706278089979,4.91998092582813,7.20563517641036,0,8.27563105457801,4.99721227376411,"Monday",7.30249642372733,101.329763686113
184,"2018-07-03",65,343.62,22335.3,149,1645,0,9187,4.17438726989564,5.83953639563382,5.00394630594546,7.40549566319947,0,9.12554472027147,4.21950770517611,"Tuesday",7.49220304261874,71.5784344367789
185,"2018-07-04",60,346.34,20780.4,174,1536,0,9845,4.0943445622221,5.847420951524,5.15905529921453,7.33693691370762,0,9.19471899107323,4.17438726989564,"Wednesday",7.44424864949671,53.9763986290058
186,"2018-07-05",43,349.6,15032.8,152,1669,0,2207,3.76120011569356,5.85678964378138,5.02388052084628,7.41997992366183,0,7.69938940625674,4.0943445622221,"Thursday",7.50714107972761,48.4123036046641
187,"2018-07-06",56,338.54,18958.24,175,1989,0,8021,4.02535169073515,5.82464225376095,5.16478597392351,7.59538727885397,0,8.98981838136693,3.76120011569356,"Friday",7.67971363996637,41.7366057820096
188,"2018-07-07",58,346.52,20098.16,152,1857,0,10290,4.06044301054642,5.84794053702194,5.02388052084628,7.52671756135271,0,9.23892782882809,4.02535169073515,"Saturday",7.60539236481493,55.956006954402
189,"2018-07-08",45,347.79,15650.55,198,1917,0,19405,3.80666248977032,5.85159884935042,5.28826703069454,7.55851674304564,0,9.87328604380301,4.06044301054642,"Sunday",7.65681009148038,42.3684014029502
190,"2018-07-09",46,349.16,16061.36,213,2049,0,18210,3.8286413964891,5.85553026986715,5.36129216570943,7.6251071482389,0,9.80972617272165,3.80666248977032,"Monday",7.72400465667607,48.2364372120412
191,"2018-07-10",59,348.66,20570.94,423,2167,0,7422,4.07753744390572,5.85409723531507,6.04737217904628,7.68109900153636,0,8.91220384162054,3.8286413964891,"Tuesday",7.85941315469358,54.876617044674
192,"2018-07-11",62,340.47,21109.14,484,2109,0,8631,4.12713438504509,5.83032701598116,6.18208490671663,7.65396918047877,0,9.06311565221966,4.07753744390572,"Wednesday",7.86057078553866,52.5022633244751
193,"2018-07-12",63,324.98,20473.74,495,2104,0,7023,4.14313472639153,5.78376364197463,6.20455776256869,7.6515955738576,0,8.85694575615902,4.12713438504509,"Thursday",7.86288203464149,56.2883655204146
194,"2018-07-13",55,352.8,19404,618,2053,0,8657,4.00733318523247,5.86590132413264,6.42648845745769,7.62705741701893,0,9.06612352121577,4.14313472639153,"Friday",7.89020821310996,54.9584047708311
195,"2018-07-14",55,355.16,19533.8,567,1840,0,7822,4.00733318523247,5.87256839216413,6.34035930372775,7.51752085060303,0,8.96469555531546,4.00733318523247,"Saturday",7.78613643778307,54.7028814704221
196,"2018-07-15",49,353.76,17334.24,519,1852,0,16937,3.89182029811063,5.86861871710914,6.25190388316589,7.52402141520612,0,9.73725585689112,4.00733318523247,"Sunday",7.77106708606541,40.5651771976698
197,"2018-07-16",53,353.36,18728.08,581,2060,0,15705,3.97029191355212,5.86748736728827,6.36475075685191,7.63046126178363,0,9.66173441197275,3.89182029811063,"Monday",7.87891291229713,51.3341052489855
198,"2018-07-17",81,328.59,26615.79,530,2249,0,5592,4.39444915467244,5.79481077300377,6.27287700654617,7.71824095195932,0,8.62909228391365,3.97029191355212,"Tuesday",7.9298464297425,62.4262014945855
199,"2018-07-18",63,335.51,21137.13,427,2102,0,6908,4.14313472639153,5.81565176222685,6.05678401322862,7.6506445514369,0,8.84043543926657,4.39444915467244,"Wednesday",7.83557924666997,65.6937428275972
200,"2018-07-19",67,336.89,22571.63,470,2107,0,5708,4.20469261939097,5.81975646757364,6.1527326947041,7.65302041380419,0,8.64962397859673,4.14313472639153,"Thursday",7.85438121065236,55.2308516648875
201,"2018-07-20",61,342.05,20865.05,436,2028,0,6317,4.11087386417331,5.83495692520701,6.07764224334903,7.61480536471107,0,8.7509996908987,4.20469261939097,"Friday",7.80954132465341,57.1891426094808
202,"2018-07-21",60,342.65,20559,469,1904,0,6829,4.0943445622221,5.83670951803183,6.15060276844628,7.55171221535131,0,8.82893352896109,4.11087386417331,"Saturday",7.77191025643576,59.6873629875618
203,"2018-07-22",53,353.17,18718.01,492,1783,0,11056,3.97029191355212,5.86694952741005,6.19847871649231,7.48605261786314,0,9.31072854600745,4.0943445622221,"Sunday",7.72973533138505,42.2309206931386
204,"2018-07-23",59,344.33,20315.47,470,1962,0,8031,4.07753744390572,5.84160049986256,6.1527326947041,7.58171964012531,0,8.99106433218846,3.97029191355212,"Monday",7.79646924308606,53.0378042073095
205,"2018-07-24",120,292.56,35107.2,491,2162,0,5502,4.78749174278205,5.67866977384113,6.19644412779452,7.67878899819915,0,8.61286694148452,4.07753744390572,"Tuesday",7.88344635413774,71.6221782875642
206,"2018-07-25",77,339.8,26164.6,486,2112,0,7355,4.34380542185368,5.82835720923783,6.18620862390049,7.65539064482615,0,8.90313563303554,4.78749174278205,"Wednesday",7.86249719723055,87.0593364111534
207,"2018-07-26",73,337.91,24667.43,441,2044,0,6740,4.29045944114839,5.82277958783694,6.08904487544685,7.6226639513236,0,8.81581520390635,4.34380542185368,"Thursday",7.81802793853073,63.9915089751504
208,"2018-07-27",62,350.11,21706.82,449,1992,0,6380,4.12713438504509,5.85824739082034,6.10702288774225,7.59689443814454,0,8.76092337633884,4.29045944114839,"Friday",7.80016307039296,60.0221372665634
209,"2018-07-28",60,354.07,21244.2,425,1756,0,6243,4.0943445622221,5.86949463369877,6.05208916892442,7.47079377419506,0,8.73921611506174,4.12713438504509,"Saturday",7.68753876620163,58.586900878921
210,"2018-07-29",45,351.83,15832.35,423,1654,0,15752,3.80666248977032,5.86314810439253,6.04737217904628,7.41095187558364,0,9.66472262031896,4.0943445622221,"Sunday",7.63867982387611,42.6532898936671
211,"2018-07-30",46,352.44,16212.24,459,1898,0,12690,3.8286413964891,5.86488039499853,6.12905021006055,7.54855597916987,0,9.44856956070843,3.80666248977032,"Monday",7.76514490293613,47.3750388010705
212,"2018-07-31",72,341.12,24560.64,729,2048,0,10231,4.27666611901606,5.83223432153742,6.59167373200866,7.6246189861594,0,9.23317760587894,3.8286413964891,"Tuesday",7.9291264873068,56.7442143542227
213,"2018-08-01",68,337.65,22960.2,360,1898,0,6536,4.21950770517611,5.82200985602085,5.88610403145016,7.54855597916987,0,8.78508063653984,4.27666611901606,"Wednesday",7.72223474470961,59.3517925527214
214,"2018-08-02",61,341.22,20814.42,767,2014,330,11767,4.11087386417331,5.83252743054676,6.64248680136726,7.60787807327851,5.80211837537706,9.37305428246393,4.21950770517611,"Thursday",7.93056585423396,71.8461139114382
215,"2018-08-03",57,348.35,19855.95,982,1940,330,15116,4.04305126783455,5.85320772147613,6.88959130835447,7.57044325205737,5.80211837537706,9.62350906446938,4.11087386417331,"Friday",7.98002359231065,66.6324150685568
216,"2018-08-04",66,350.6,23139.6,1121,1651,330,13621,4.18965474202643,5.85964597248713,7.02197642307216,7.40913644392013,5.80211837537706,9.51936799844734,4.04305126783455,"Saturday",7.92732436030979,69.986386427922
217,"2018-08-05",56,346.05,19378.8,962,1485,330,19808,4.02535169073515,5.84658327328787,6.86901445066571,7.3031700512368,5.80211837537706,9.89384117548432,4.18965474202643,"Sunday",7.80261806344267,56.3537159120751
218,"2018-08-06",60,347.87,20872.2,1086,1588,330,15410,4.0943445622221,5.85182884676396,6.99025650049388,7.37023064180708,5.80211837537706,9.64277192831416,4.02535169073515,"Monday",7.89133075766189,67.9320942362035
219,"2018-08-07",85,347.78,29561.3,1051,1715,330,7962,4.44265125649032,5.85157009595392,6.95749737087695,7.44716835960004,5.80211837537706,8.98243550356026,4.0943445622221,"Tuesday",7.9251575122247,80.0133445045535
220,"2018-08-08",79,355.13,28055.27,911,1450,330,8319,4.36944785246702,5.87248391962469,6.81454289725996,7.27931883541462,5.80211837537706,9.02629733428389,4.44265125649032,"Wednesday",7.76684053708551,78.63870025785
221,"2018-08-09",101,333.83,33716.83,1304,1523,330,8970,4.61512051684126,5.81063188136545,7.1731917424866,7.32843735289516,5.80211837537706,9.10164095505284,4.36944785246702,"Thursday",7.94697135769359,80.1544092515477
222,"2018-08-10",118,363.91,42941.38,1396,1586,330,11141,4.77068462446567,5.89690658431749,7.24136628332232,7.36897040219479,5.80211837537706,9.31838727605932,4.61512051684126,"Friday",8.00034949532468,92.3931405972849
223,"2018-08-11",99,357.42,35384.58,1596,1496,330,9403,4.59511985013459,5.87891156086865,7.37525577800975,7.31055015853442,5.80211837537706,9.14878406627708,4.77068462446567,"Saturday",8.03657340970731,116.17992009167
224,"2018-08-12",81,356.92,28910.52,1592,1569,330,14820,4.39444915467244,5.87751166703195,7.37274636640433,7.35819375273303,5.80211837537706,9.60373289885008,4.59511985013459,"Sunday",8.05864371221562,74.9630935695473
225,"2018-08-13",77,356.81,27474.37,1785,1626,330,16354,4.34380542185368,5.87720342721894,7.48717369421374,7.39387829010776,5.80211837537706,9.70222779472192,4.39444915467244,"Monday",8.13476078241865,89.6256725809839
226,"2018-08-14",136,363.78,49474.08,1922,1757,330,9084,4.91265488573605,5.89654928931169,7.56112158953024,7.4713630881871,5.80211837537706,9.11426990322545,4.34380542185368,"Tuesday",8.21039625510477,96.4749006766985
227,"2018-08-15",109,352.17,38386.53,1997,1742,330,9176,4.69134788222914,5.86411401355854,7.59940133341582,7.46278915741245,5.80211837537706,9.12434665880921,4.91265488573605,"Wednesday",8.22657347497711,116.220255272423
228,"2018-08-16",101,356.08,35964.08,3585,965,330,7663,4.61512051684126,5.8751554247076,8.18451375303372,6.87212810133899,5.80211837537706,8.9441588309704,4.69134788222914,"Thursday",8.422882511945,101.158019629374
229,"2018-08-17",128,365.17,46741.76,1647,1476,330,7461,4.85203026391962,5.90036299857769,7.40671073017764,7.29709100516042,5.80211837537706,8.91744473247151,4.61512051684126,"Friday",8.04654935728308,90.9201329958001
230,"2018-08-18",112,360.62,40389.44,4630,1500,330,10724,4.71849887129509,5.88782477234822,8.44031214708028,7.3132203870903,5.80211837537706,9.28023949935585,4.85203026391962,"Saturday",8.72095002893026,131.399407853355
231,"2018-08-19",85,368.77,31345.45,1856,1417,330,12087,4.44265125649032,5.91017314347138,7.52617891334615,7.25629723969068,5.80211837537706,9.39988577385946,4.71849887129509,"Sunday",8.09346227450118,79.9563350513233
232,"2018-08-20",97,372.72,36153.84,2544,1619,330,13388,4.57471097850338,5.92082746750854,7.84149292446001,7.38956395367764,5.80211837537706,9.50211406233122,4.44265125649032,"Monday",8.33399124719497,91.3949933001148
233,"2018-08-21",122,360.14,43937.08,2801,1710,330,7197,4.80402104473326,5.88649284474136,7.93773177526011,7.44424864949671,5.80211837537706,8.8814195515078,4.57471097850338,"Tuesday",8.4142741374084,115.535913727798
234,"2018-08-22",178,364.2,64827.6,2585,1650,330,8898,5.18178355029209,5.89770316729351,7.85748078694253,7.40853056689463,5.80211837537706,9.09358181136599,4.80402104473326,"Wednesday",8.35113860708615,106.53380910554
235,"2018-08-23",132,361.26,47686.32,2195,1584,330,7647,4.88280192258637,5.88959792070441,7.69393732550927,7.36770857237437,5.80211837537706,8.94206869304423,5.18178355029209,"Thursday",8.23721470334949,140.446764868472
236,"2018-08-24",121,361.71,43766.91,2340,1577,330,8463,4.79579054559674,5.89084278579733,7.75790620835175,7.36327958696304,5.80211837537706,9.04345899967011,4.88280192258637,"Friday",8.27308133366583,113.871564065133
237,"2018-08-25",165,368.45,60794.25,2163,1516,330,8865,5.10594547390058,5.90930501721301,7.67925142595306,7.32383056620232,5.80211837537706,9.08986621850831,4.79579054559674,"Saturday",8.21039625510477,117.87105423294
238,"2018-08-26",106,366.45,38843.7,2130,1515,330,11809,4.66343909411207,5.90386208637186,7.66387725870347,7.32317071794347,5.80211837537706,9.37661723160128,5.10594547390058,"Sunday",8.20111164444276,107.043377491297
239,"2018-08-27",106,364.83,38671.98,2436,1666,330,9949,4.66343909411207,5.89943149166102,7.79811262882979,7.41818082272679,5.80211837537706,9.20522732258936,4.66343909411207,"Monday",8.31922993863233,106.842289638462
240,"2018-08-28",131,354.13,46391.03,2645,1732,330,8301,4.87519732320115,5.86966407735916,7.8804263442924,7.45703208912238,5.80211837537706,9.02413126845503,4.66343909411207,"Tuesday",8.3841188371909,124.804021886036
241,"2018-08-29",180,367.6,66168,2630,1688,330,7363,5.19295685089021,5.90699539048153,7.87473912517181,7.4312996751559,5.80211837537706,8.90422273736872,4.87519732320115,"Wednesday",8.37054761107475,110.792809996308
242,"2018-08-30",137,364.01,49869.37,3212,1659,330,6864,4.91998092582813,5.89718133978685,8.07464907506665,7.41397029019044,5.80211837537706,8.8340456411678,5.19295685089021,"Thursday",8.49105453380654,143.623044699879
243,"2018-08-31",125,363.6,45450,405,1584,330,6959,4.8283137373023,5.89605436230332,6.00388706710654,7.36770857237437,5.80211837537706,8.84779106484485,4.91998092582813,"Friday",7.59538727885397,108.544376204884
244,"2018-09-01",228,367.99,83901.72,4176,1476,330,7732,5.42934562895444,5.90805576388667,8.33710912956247,7.29709100516042,5.80211837537706,8.95312284032822,4.8283137373023,"Saturday",8.63976474380442,124.86691597456
245,"2018-09-02",134,369.62,49529.08,4047,1312,426,1711,4.89783979995091,5.91247545085761,8.30573114487587,7.17930796950403,6.05678401322862,7.44483327389219,5.42934562895444,"Sunday",8.58653266949485,128.536071856993
246,"2018-09-03",120,365.8,43896,2519,1409,426,1334,4.78749174278205,5.90208673595677,7.83161727635261,7.25063551189868,6.05678401322862,7.19593722647557,4.89783979995091,"Monday",8.27588566947436,115.609530902561
247,"2018-09-04",178,373.81,66538.18,1716,1582,426,1171,5.18178355029209,5.92374764693757,7.44775128004791,7.3664451483276,6.05678401322862,7.06561336359772,4.78749174278205,"Tuesday",8.10107150311954,118.78653930992
248,"2018-09-05",213,367.45,78266.85,4104,1783,426,4775,5.36129216570943,5.90658725497488,8.31971738685061,7.48605261786314,6.05678401322862,8.47114925291483,5.18178355029209,"Wednesday",8.68050180902826,140.528966671594
249,"2018-09-06",316,368.66,116496.56,336,1763,426,6304,5.75574221358691,5.90987481006803,5.8171111599632,7.47477218239787,6.05678401322862,8.74893963153771,5.36129216570943,"Thursday",7.64921631982063,149.481292782616
250,"2018-09-07",126,357.33,45023.58,766,1612,426,5456,4.83628190695148,5.87865972456092,6.64118216974059,7.38523092306657,6.05678401322862,8.6044711995233,5.75574221358691,"Friday",7.77401507725073,202.848623715796
251,"2018-09-08",75,359.88,26991,232,1411,426,5568,4.31748811353631,5.88577064254892,5.44673737166631,7.25205395185281,6.05678401322862,8.62479120201426,4.83628190695148,"Saturday",7.40427911803727,112.571911953012
252,"2018-09-09",62,362.83,22495.46,1011,1360,426,11852,4.12713438504509,5.89393440500977,6.91869521902047,7.2152399787301,6.05678401322862,9.38025190869346,4.31748811353631,"Sunday",7.77106708606541,59.0509698079929
253,"2018-09-10",56,373.13,20895.28,388,1424,426,9272,4.02535169073515,5.92192688439209,5.96100533962327,7.26122509197192,6.05678401322862,9.13475438501959,4.12713438504509,"Monday",7.50218648660292,66.7422202062014
254,"2018-09-11",68,357.63,24318.84,393,1617,426,4484,4.21950770517611,5.87949893239802,5.97380961186926,7.38832785957711,6.05678401322862,8.40827078419205,4.02535169073515,"Tuesday",7.60589000105312,71.4148979591329
255,"2018-09-12",63,346.62,21837.06,467,1669,426,4735,4.14313472639153,5.84822907902123,6.1463292576689,7.41997992366183,6.05678401322862,8.46273700562018,4.21950770517611,"Wednesday",7.66669020008009,66.0306522992579
256,"2018-09-13",63,357.02,22492.26,484,1689,426,5438,4.14313472639153,5.87779180261941,6.18208490671663,7.4318919168078,6.05678401322862,8.60116662519242,4.14313472639153,"Thursday",7.68386398025643,63.0191520690336
